"pplNpdidPipeline","fclNpdidFacilityFrom","fclNpdidFacilityTo","pplNpdidBelongsTo","cmpNpdidCompany","pplName","fclNameFrom","fclNameTo","pplBelongsToName","cmpLongName","pplCurrentPhase","pplMedium","pplMainGroupingName","pplDimension","pplMapLabel","pplWaterDepth","pplCurrentPhaseFromDate","pplDateUpdated","pipGeometryWKT"
371292,371216,364693,2762452,562,"30"" Gas ORMEN LANGE B, NYHAMNA","ORMEN LANGE B","NYHAMNA","ORMEN LANGE","A/S Norske Shell","IN SERVICE","Gas","Transportation",30.0,"Ormen Lange PL-B",850.0,"2007-09-13 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((6.9437700004142693 62.850337000040348, 6.9606999996367618 62.860718999564249, 6.9622870006475228 62.864031999630413, 6.9609250007199446 62.867056999571233, 6.955220999401484 62.870212000431934, 6.9251040001644304 62.878188999934657, 6.904611999707444 62.889881999590251, 6.8992929991113598 62.892195999598322, 6.8764310006172602 62.899133999618286, 6.8537000002869215 62.901125000149641, 6.8368080001590457 62.901299000168699, 6.7967079991728019 62.904702000353979, 6.7864879998382648 62.90667700015134, 6.778318000231387 62.909882999717951, 6.772564999564783 62.91414699977787, 6.7699490002853091 62.918795000152407, 6.77005200002462 62.922321999798328, 6.7741129990554301 62.933044000151362, 6.7722609992995908 62.941824999861765, 6.7696210007262607 62.945167999751447, 6.7658300007882159 62.948088000308537, 6.7537650007473173 62.952980999652439, 6.7443980003548454 62.954769000449197, 6.7347680005189741 62.955385000402721, 6.6395540008790848 62.953536999710508, 6.6257480008652436 62.954759000216931, 6.6032660005173351 62.958084999798807, 6.5045120003891492 62.966637000077817, 6.453394000717565 62.973749000411544, 6.4226550004111136 62.979733999819402, 6.3008259993468165 63.006983999946875, 6.1773249998017734 63.048640000070314, 6.159734000575968 63.055460999654045, 6.0275150003358089 63.117221999962773, 5.8990580006837536 63.196628999734365, 5.7928410002451516 63.267425999909783, 5.7776669993202763 63.282644999991213, 5.7656779990336506 63.288809000201688, 5.744111000914085 63.303193999737886, 5.7421049999731579 63.305503999619212, 5.7368010005916412 63.316637000082757, 5.7347669998390245 63.318924999786233, 5.7074869992515938 63.332864000332854, 5.7041359993601022 63.335276999569295, 5.6909830005179014 63.361119999705906, 5.6690630004730442 63.373751999941099, 5.6464909990730723 63.39511900040997, 5.6388119996047106 63.400331000272786, 5.6182750000458768 63.408616999881353, 5.5884080005266235 63.414668000434588, 5.5754859997900725 63.418466000272396, 5.5258129994371776 63.424077999761693, 5.5165299992522616 63.42621799978069, 5.4989240007382154 63.432011999774957, 5.4731680005705972 63.43554900010038, 5.4417070003507417 63.444385999765792, 5.4354809992667485 63.447116999750364, 5.4259630002905723 63.454135000272061, 5.419412000168947 63.45743899974503, 5.3907869994238853 63.465329000000224, 5.3844809994112444 63.467981000162467, 5.3796840006422828 63.471880000340271, 5.3779919991680005 63.476458999576849, 5.3791330003144076 63.485285000262039, 5.3895329997907613 63.505540999868551, 5.3890840004794001 63.509264000374472, 5.3852560001793268 63.517954000202593, 5.3865159993356739 63.528075999690323))"
377106,271301,377070,2252643,1944954,"32"" Gas STATFJORD B, FLAGS-T","STATFJORD B","FLAGS-T","GASSLED","Gassco AS","IN SERVICE","Gas","Transportation",32.0,"Tampen Link",145.0,"2007-10-12 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.8298919993048943 61.206924000337438, 1.8241470005195433 61.206249000058968, 1.8227339999530414 61.203739000002692, 1.8384030004161618 61.192634999995953, 1.8534909991685911 61.175484000322918, 1.8549269995653412 61.172980999682622, 1.8549290003790917 61.169739000403048, 1.8487000005283709 61.152774999888841, 1.8261459992326625 61.12939500002247, 1.8170229991905265 61.110809000067434, 1.7975189995455447 61.089439000238563, 1.786205000290358 61.06671500013298, 1.7675579994787247 61.046127000288358, 1.7603880002783332 61.041088000261944, 1.7518230005217623 61.037327000410578, 1.7001890002212749 61.022018000177688))"
406393,406335,287401,4704482,28544099,"26"" Gas SKARV ERB, ÅSGARD T","SKARV ERB","ÅSGARD T","SKARV","Aker BP ASA","IN SERVICE","Gas","Transportation",26.0,"Skarv Gassrør",440.0,"2012-11-10 00:00:00","2019-10-02 00:00:00",""
406790,406672,406731,4480765,1944954,"28"" Gas GJØA, GJØA-T","GJØA","GJØA-T","GJØA GASSRØR","Gassco AS","IN SERVICE","Gas","Transportation",28.0,"Gjøa Gassrør",385.0,"2010-10-10 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.8968390006119362 61.332363000333203, 3.9301340000945126 61.323502000392807, 3.9383890002549595 61.320023000031163, 3.9449380003121148 61.315944999821262, 3.950445000926865 61.310592999784909, 3.953126000249239 61.304771000202777, 3.9530670003587716 61.29824399976863, 3.9501499993588047 61.292419000217194, 3.9436940004592174 61.286387999768671, 3.9340559990607518 61.281166000192378, 3.9223840003688442 61.277480999662828, 3.9093429993789379 61.275313999984782, 3.6712549991930676 61.256198999637746, 3.6087330000299529 61.251820000354428, 3.567495000811745 61.247374999637856, 3.4007869992553577 61.233592999604433, 3.3543959996292365 61.226325999590799, 3.1691360005188227 61.200335999651159, 3.0775270000929655 61.18835100001985, 2.9841079997798241 61.17418300033237, 2.93769099958647 61.169003000050836, 2.8816970003438898 61.160870000077153, 2.839617999853604 61.153484000083367, 2.7674879995343935 61.144450999950735, 2.7011750000874857 61.133926000441122, 2.5898460007374844 61.118606999907357, 2.4768209992884516 61.100967000130325, 1.969428000468977 61.02603100027396, 1.9548650006563455 61.024967000139199, 1.7286649997287353 61.019199000226969, 1.6999849992124758 61.02079800024557))"
406833,406672,287597,4467574,31123361,"16"" Oil GJØA, TOR II Y","GJØA","TOR II Y","GJØA","Neptune Energy Norge AS","IN SERVICE","Oil","Transportation",16.0,"Gjøa Oljerør",365.0,"2010-11-07 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.8968390006119362 61.332363000333203, 3.9057960007558563 61.330975000359821, 3.9294539992789703 61.325313999842024, 3.93996300059858 61.321906999750198, 3.9498200005892956 61.317672999770643, 3.9584759994579146 61.312691000130947, 3.9660780003125526 61.306663999566901, 3.9715239997747984 61.300197999653506, 3.9748440003842327 61.293506999805381, 4.0608619994994664 60.849178000422008))"
414837,278329,286729,101998,32011216,"36"" Gas TROLL A, KOLLSNES","TROLL A","KOLLSNES","TROLL I","Equinor Energy AS","IN SERVICE","Gas","Transportation",36.0,"Troll Gassrør P12",347.0,"2011-10-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((3.7264940007781839 60.645638000316104, 3.7761849992822247 60.647865000336715, 3.8048470001199335 60.64519900025801, 3.8458800006815572 60.636821999697602, 3.8789610004257504 60.633849999722884, 3.9122360005602239 60.627589999683579, 3.9506220000159513 60.625350999688592, 3.987640999361636 60.618572000418389, 4.0118970002509302 60.616585000413131, 4.1097100009569365 60.60527799959673, 4.4049160008077131 60.548518999639015, 4.6441439999264311 60.501571999732882, 4.6684630001624177 60.498252999662263, 4.6833529997863161 60.497868000284427, 4.7038589992446092 60.49902700029034, 4.7134990005313826 60.500214000451635, 4.7287450000357447 60.503769000214021, 4.7610870004250492 60.515884000092235, 4.7989670005464884 60.528193999901994, 4.8454019994583062 60.548329999712337))"
425234,410651,272365,18116481,32011216,"12"" Oil GUDRUN, SLEIPNER A","GUDRUN","SLEIPNER A","GUDRUN","Equinor Energy AS","IN SERVICE","Oil","Transportation",12.0,"Gudrun Oljerør",109.0,"2014-04-07 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.7438389994317527 58.845363999524729, 1.7600260000335115 58.838247000004472, 1.7628770007057801 58.835854999611513, 1.7644349999825104 58.833170999831772, 1.7646409997955863 58.830575000024474, 1.7631529992879782 58.824833000372408, 1.7645620003561233 58.817850000318643, 1.7602540006828009 58.811283999767497, 1.7596279991780337 58.807954000198407, 1.772625000575317 58.75989899962056, 1.8190629998358088 58.60974500036874, 1.8427249999774076 58.557595999636263, 1.8722320005411426 58.444188000109577, 1.875678000659049 58.439408000055202, 1.9441950007977091 58.375721000141603, 1.9461989998017226 58.372099999577522, 1.9455979996318002 58.369015999735453, 1.9430259993970096 58.3662149995492, 1.9388060000795606 58.364048000188205, 1.9334350007964294 58.362764000036179, 1.923619999819483 58.362959999816276, 1.9086139998614331 58.367314000112003))"
425280,410651,272365,18116481,32011216,"14"" Gas GUDRUN, SLEIPNER A","GUDRUN","SLEIPNER A","GUDRUN","Equinor Energy AS","IN SERVICE","Gas","Transportation",14.0,"Gudrun Gassrør",109.0,"2014-04-07 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((1.7438389994317527 58.845363999524729, 1.7450450006450349 58.845392000359148, 1.7586580000752001 58.837909999896084, 1.7611729991409364 58.835630000081217, 1.7625489990955168 58.833102000392664, 1.7621520007754206 58.828810000082939, 1.7578080007312413 58.823768999597682, 1.756662000497621 58.821019000245236, 1.758802999537824 58.808738999554919, 1.7721910007537427 58.759590999682892, 1.8185420008422262 58.609733999760003, 1.8423080003930252 58.557245000086162, 1.8717419999467386 58.443581999776754, 1.8820099995412274 58.382986000368007, 1.8846949999957237 58.37851400037534, 1.8898789995507224 58.374320999905812, 1.8955849998107281 58.371574000112794, 1.9086139998614331 58.367314000112003))"
433795,279869,378147,43451,32035996,"6"" Gas PETROJARL VARG, 15/12-C Rev","PETROJARL VARG","15/12-C Rev","VARG","Chrysaor Norge AS","DECOMMISSIONED","Gas","Transportation",6.0,"Varg Gassrør",113.0,"2016-06-04 00:00:00","2020-02-27 00:00:00",""
433996,427058,433938,24689857,1944954,"12"" Gas PETROJARL KNARR , FLAGS TCS","PETROJARL KNARR","FLAGS TCS","KNARR GASSRØR","Gassco AS","DECOMMISSIONED","Gas","Transportation",12.0,"Knarr Gassrør",410.0,"2022-05-01 00:00:00","2022-04-30 00:00:00","MULTILINESTRING ((2.8418680007826143 61.779106000055876, 2.8450110000202944 61.769733000419464, 2.844586000962035 61.763720999663718, 2.8408439991092411 61.757487999830978, 2.8336879994985078 61.751575000304179, 2.6624640006195266 61.656974999668932, 2.6269020006273172 61.634021999741428, 2.6099849998839511 61.619803999873206, 2.5401850007057174 61.57849099973749, 2.5031440004546877 61.553646000096883, 2.4712759999244103 61.533492999984944, 2.4411720008764441 61.517132000268333, 2.4216829992546192 61.501163000029422, 2.404025999201584 61.489741999654264, 2.3852299997998694 61.479683000275926, 2.3601359991086643 61.460818999846623, 2.182418000702619 61.344424999620486, 2.1766309993298925 61.341328000051661, 2.1527099996485317 61.324978000237742, 2.1326279999738675 61.314322999680755, 2.0932260005568599 61.298378000070457, 2.072275999913415 61.285183000433953, 2.0644520007468885 61.27841199976821, 2.0479890006360653 61.257464999755257, 2.0366710008976203 61.246780000099257, 1.7873089997079634 61.049766999931592))"
434386,424932,280877,18451188,32011216,"8"" Condensate VALEMON, KVITEBJØRN","VALEMON","KVITEBJØRN","VALEMON KONDENSATRØR","Equinor Energy AS","IN SERVICE","Condensate","Transportation",8.0,"Valemon Kondensatrør",190.0,"2015-01-03 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((2.3395379992261516 61.040688999706049, 2.3754529993194757 61.05395799957558, 2.4676620000715954 61.081590999787743, 2.4802420001661352 61.08377999957947, 2.4941850004970236 61.084314000010117, 2.5013809992579605 61.083430000207592, 2.5020660002665212 61.081962999936863, 2.5001519999960617 61.080522999934608))"
434432,424932,277573,18451149,1944954,"22"" Gas VALEMON, HULDRA","VALEMON","HULDRA","VALEMON GASSRØR","Gassco AS","IN SERVICE","Gas","Transportation",22.0,"Valemon Gassrør",135.0,"2015-01-03 00:00:00","2022-04-06 00:00:00","MULTILINESTRING ((2.3401800001932322 61.040707000362815, 2.3644810005154335 61.023998000270439, 2.3881230003015603 61.014893000094112, 2.4049219992379038 60.998858999711182, 2.4456739996976231 60.974399999729656, 2.6460970008939126 60.85039099969589))"
438653,436400,438553,22223002,32011216,"24"" Gas MARTIN LINGE A, FRIGG TP1-Y","MARTIN LINGE A","FRIGG TP1-Y","MARTIN LINGE GASSRØR","Equinor Energy AS","IN SERVICE","Gas","Transportation",24.0,"Martin Linge Gassrør",115.0,"2021-06-30 00:00:00","2021-07-07 00:00:00",""
441799,436163,441741,22508023,32011216,"28"" Oil EDVARD GRIEG, GRANE-Y","EDVARD GRIEG","GRANE-Y","EDVARD GRIEG OLJERØR","Equinor Energy AS","IN SERVICE","Oil","Transportation",28.0,"Edvard Grieg Oljerør",128.0,"2015-11-28 00:00:00","2019-10-02 00:00:00",""
442969,436163,375390,22508017,1944954,"16"" Gas EDVARD GRIEG, SAGE-T","EDVARD GRIEG","SAGE-T","UTSIRAHØYDEN GASSRØR","Gassco AS","IN SERVICE","Gas","Transportation",16.0,"Utsirahøyden Gassrør",117.0,"2015-11-28 00:00:00","2019-10-02 00:00:00",""
444651,443856,272365,23412516,32011216,"20"" Gas GINA KROG, SLEIPNER A","GINA KROG","SLEIPNER A","GINA KROG GASSEKSPORT","Equinor Energy AS","IN SERVICE","Gas","Transportation",20.0,"Gina Krog Gasseksport",116.0,"2017-06-30 00:00:00","2020-09-17 00:00:00",""
444861,444803,443856,23412532,32011216,"16"" Gas GINA KROG T, GINA KROG","GINA KROG T","GINA KROG","GINA KROG GASSIMPORT","Equinor Energy AS","IN SERVICE","Gas","Transportation",16.0,"Gina Krog Gassimport",116.0,"2017-06-30 00:00:00","2020-09-17 00:00:00",""
444927,459032,364693,17343422,1944954,"36"" Gas AASTA HANSTEEN PLEM, NYHAMNA","AASTA HANSTEEN PLEM","NYHAMNA","POLARLED","Gassco AS","IN SERVICE","Gas","Transportation",36.0,"Polarled",1265.0,"2017-01-01 00:00:00","2019-10-02 00:00:00","MULTILINESTRING ((7.1072269988755465 67.055610000130343, 7.136678000241246 66.982396999903543, 7.1405819991157973 66.969936000093796, 7.1875850009025761 66.72204400020459, 7.2169200002154215 66.562808999952949, 7.2177249996818729 66.51915800012479, 7.2243050005593883 66.492456000455007, 7.2239189994177639 66.4871980004081, 7.2182279991592564 66.462885999654873, 7.2240960002008423 66.42424599959601, 7.2237750007570538 66.406945999904892, 7.2161909994781333 66.382203999716026, 7.2154550008121054 66.377281999942042, 7.2162979995045795 66.371564000407062, 7.2243680003476438 66.345076999961577, 7.2226150009791086 66.26787199958514, 7.2208569990026357 66.261016000291079, 7.2079569998705102 66.237849999596023, 7.2061569991279963 66.232086999919829, 7.2037799990127267 66.138954000111781, 7.2040770008263912 66.134939000239356, 7.2055239998299454 66.130288000260393, 7.2161460007408662 66.109438000189712, 7.2159859999693667 66.073255999700706, 7.2150710000797398 66.068276000117834, 7.202276000715937 66.029359999600302, 7.1991659989945358 66.000632999751005, 7.2030650004232335 65.976497000343997, 7.2048900004846015 65.953528999631587, 7.204870001125288 65.913683999586311, 7.208037000671716 65.795655000393623, 7.2067830003982678 65.789734000005438, 7.1919009994795235 65.750405000337864, 7.1910290004257131 65.744644000437916, 7.192427999609472 65.721308999950764, 7.2022800007523173 65.701883999622595, 7.2040179996176565 65.696029000230794, 7.2022269995821375 65.665264999621513, 7.2026389997795457 65.660174000390228, 7.2107319991257492 65.639535000191131, 7.2252069991830998 65.587578999689441, 7.2338700002868439 65.539423999914433, 7.2291609995828017 65.462743999804744, 7.2329049991172845 65.439289999679204, 7.2321160007354495 65.434102999872167, 7.2298240007016092 65.428874000401308, 7.1930590007427941 65.374427999653008, 7.1900200008047097 65.368491000215911, 7.1881429998358284 65.361847000243756, 7.180705000098718 65.305795000208533, 7.1817979993702936 65.299995000409808, 7.1914600009632652 65.274140999658087, 7.1921919999793662 65.268126999718476, 7.1909019991758063 65.26165399959369, 7.1822369995687536 65.242137000126107, 7.1808399990369356 65.236852999605787, 7.1833839998684663 65.192282999720391, 7.1814409991087294 65.163857000025871, 7.188403999685562 65.086589000039083, 7.1977329999342032 65.062905000088435, 7.2074990010171947 64.959374999768897, 7.2094989993031362 64.922502000200794, 7.2219450005718677 64.829005000431152, 7.2208950000511223 64.781665000178876, 7.2226429997990378 64.775639999844032, 7.2315380002697971 64.757893000055944, 7.2330070006381346 64.752001000057803, 7.2338719998344745 64.696394999600713, 7.2333799993554928 64.683549000011567, 7.234725000703663 64.639817000253075, 7.2413759997038047 64.608528999765724, 7.2472649998619803 64.548649000053842, 7.2479850007646167 64.530503000276838, 7.2501649994991766 64.523642999710617, 7.2517439996128479 64.51334000008238, 7.2560579990572007 64.502347000040643, 7.2581900009808091 64.489325999958339, 7.2581129996877705 64.462014999963216, 7.2563969993954744 64.444262000156144, 7.2598719993865979 64.426463999933475, 7.2631820000059006 64.391071000448676, 7.2629139989899629 64.376590000159112, 7.2643940003830227 64.366410000441292, 7.2633969997050896 64.360934999919664, 7.2587740000928287 64.351118999570545, 7.2583310005725066 64.34607600011941, 7.2616539992580744 64.318290000158512, 7.2736780007129775 64.275701999696665, 7.2744429994649504 64.269219999566687, 7.2513429993657041 64.161158000177565, 7.2243120009805395 64.067082999918981, 7.1873529997532071 63.921603999557135, 7.1801180004108964 63.902079999927459, 7.1682010008574277 63.853586999647106, 7.1672069992253302 63.842180999617312, 7.1616420004712902 63.829618000237573, 7.1409360006898952 63.757778000441085, 7.1367019990272986 63.730630000262167, 7.1252929999929036 63.700931000232366, 7.1248769996106036 63.696971999892696, 7.1264339993214314 63.672053999678532, 7.1260620005053514 63.667002999943058, 7.1144239997763972 63.63069499982101, 7.0991709995963115 63.569118000173312, 7.0991379996210355 63.54853800040857, 7.0984819991889285 63.544018000299253, 7.0945659997737645 63.528656999809392, 7.0778430004338357 63.482207999796977, 7.0634060008375172 63.426633999891656, 7.062278999479318 63.40244600038924, 7.0566749992381519 63.387821000359118, 7.0544179992315588 63.369654000029776, 7.0447039996716283 63.328571999955756, 7.0307639996694142 63.28275000014338, 7.018821000206632 63.227915999829243, 7.0019040000858404 63.161749999794317, 6.9971470008924008 63.152819999933939, 6.9912469997690296 63.144989999870972, 6.9839140000871414 63.137586000360727, 6.9740859992871798 63.129874999564585, 6.9637760005599514 63.123263999890881, 6.8039949999084257 63.032667999849672, 6.761776000687985 63.000158999612182, 6.7558630007871878 62.992809000410659, 6.7529389991357798 62.985552000117863, 6.7526879996573879 62.977681999893242, 6.756831000387181 62.962516999798574, 6.7546229990941482 62.946851999712599, 6.7557120000705968 62.937749999768975, 6.7603090001452397 62.928602000023517, 6.7708749994237065 62.914354000311228, 6.7748380008950191 62.910823000228966, 6.7831040006905186 62.906910999673592, 6.7943929995334154 62.904392999800756, 6.8371840005625728 62.901119999703411, 6.8672980003784954 62.900112999867147, 6.8846139991792832 62.89699200025504, 6.9004209991582526 62.890700999606402, 6.9228680002341196 62.878508999561681, 6.9513229999828594 62.870363000080069, 6.9562189997420241 62.868106000018599, 6.9593600006051108 62.864697999698812, 6.9592370004161577 62.861114999955127, 6.9565760000300596 62.858171999784211, 6.9491110004265879 62.853653999782615))"
456564,449981,286701,26376286,32011216,"36"" Oil JOHAN SVERDRUP RP, MONGSTAD","JOHAN SVERDRUP RP","MONGSTAD","JOHAN SVERDRUP","Equinor Energy AS","IN SERVICE","Oil","Transportation",36.0,"Johan Sverdrup Oljerør",580.0,"2019-10-05 00:00:00","2020-07-07 00:00:00","MULTILINESTRING ((2.5578159994478686 58.837729000015564, 2.5516660001649978 58.844803000118624, 2.5506110006469438 58.848891999735656, 2.5522929991516397 58.852671000082672, 2.5596660003884466 58.860217999600117, 2.5774110004211601 58.87103999971896, 2.5899690003901141 58.88442699995958, 2.608471999585257 58.89634500013711, 2.6216450005296159 58.910956999801591, 2.6423460006181618 58.9243900000764, 2.6563959990931987 58.939961000220201, 2.6780360005755126 58.953606000022432, 2.6935449993542622 58.970506000248676, 2.7176920007628027 58.985742999645765, 2.7349149993624366 59.00452100001619, 2.7627830007975351 59.021970000047808, 2.7839839993827957 59.045026000368225, 2.81938599934819 59.067065999830241, 2.8465279996262005 59.096710999943703, 2.8933959994424607 59.125677999924605, 2.9283490008478887 59.165076000023362, 2.9598129992326472 59.185398999543111, 3.1367720002595281 59.327423000192816, 3.2047080006609057 59.368818000072345, 3.2111129993932912 59.373475000075679, 3.216771000214842 59.379603000283133, 3.2200550003713819 59.38603099996164, 3.2219670007712189 59.406417999796332, 3.2238919999774045 59.41308600033225, 3.2282289999628326 59.420181000003851, 3.2350899993787801 59.426970999912506, 3.2703280004982744 59.450932999629494, 3.2935819993240809 59.465543999776159, 3.316153999638483 59.481608000162588, 3.3390499998517709 59.495552000212747, 3.3665419998259893 59.510425999841587, 3.3883219991530473 59.526113999895465, 3.4321779991806931 59.548388999755325, 3.45945200006109 59.564574000139388, 3.5155350006510941 59.603211000076492, 3.5508739993410092 59.632892999969577, 3.5714350006805446 59.655734999997897, 3.6027689995707282 59.686907000191631, 3.616126999385223 59.703240000239823, 3.6292520008549469 59.716568999730242, 3.6480809999135642 59.733737999770717, 3.6997990001400622 59.789739999703848, 3.7147570004266197 59.804095999613367, 3.7282329992204155 59.819503000241859, 3.7535240003576713 59.842645000267225, 3.7650149991751145 59.856060000127741, 3.8467609994793519 59.941398999931245, 3.8822369999394519 59.976137999982399, 3.892051000740623 59.984689000191594, 3.9011789999146704 59.995646999638609, 3.9618469994449779 60.056763999992981, 3.9945040001406098 60.091722999611548, 4.0936010006841093 60.187589000325907, 4.0988909995673817 60.194198999911897, 4.1024329998149467 60.200864000125911, 4.106940999569173 60.221810999787415, 4.1089080001375011 60.227516000140803, 4.1127930007443423 60.234249999685687, 4.1179300003924979 60.240376999620082, 4.2295870004207021 60.34745799982317, 4.2530219997592376 60.368948000307277, 4.2983890001808573 60.413564000237727, 4.3550849998371381 60.46616100026484, 4.3798129995240727 60.491750999927554, 4.419169000555768 60.530006999615203, 4.446333000291423 60.569804000171992, 4.4505039997653189 60.577928999567398, 4.4861209994156166 60.683361999566465, 4.4950699992384138 60.707700999635811, 4.4978419997586645 60.721865999928426, 4.5050840008855948 60.741283999861942, 4.5088599998508485 60.756810999891172, 4.5218260000237072 60.792227999922311, 4.5290359996354157 60.80518200014739, 4.5315170001627232 60.811154999940264, 4.536018999576628 60.837603999999843, 4.5415289995505397 60.844699999746922, 4.5491909992391717 60.848975999902642, 4.5590880009388419 60.85199999985511, 4.5687610008198556 60.853292000175408, 4.5863359995270478 60.853960000336173, 4.6084229998218111 60.857567999757421, 4.6226430009043771 60.857952000099168, 4.6376949996130001 60.854640000259629, 4.6490089992150798 60.853357999573326, 4.6570150001378723 60.851556999976495, 4.6698859999656674 60.850455999613906, 4.6746359998524136 60.851069999800224, 4.6892050003372132 60.855258999794216, 4.7013479995789345 60.85716800035339, 4.7492800004879427 60.858283000055401, 4.7816650005494825 60.854971000198255, 4.8309940007800156 60.847895000109887, 4.8842269995157128 60.848755000386738, 4.949472999707071 60.842753000222892, 4.9654259998217203 60.839821000165337, 5.0011940009206253 60.830160999785662, 5.0118539993933817 60.828043000032828, 5.0181399996427167 60.824468000260531))"
456695,449981,456808,26376286,32011216,"18"" Gas JOHAN SVERDRUP RP, JOHAN SVERDRUP STATPIPE PLEM","JOHAN SVERDRUP RP","JOHAN SVERDRUP STATPIPE PLEM","JOHAN SVERDRUP","Equinor Energy AS","IN SERVICE","Gas","Transportation",18.0,"Johan Sverdrup Gassrør",280.0,"2019-10-05 00:00:00","2020-07-07 00:00:00","MULTILINESTRING ((2.5582299993475694 58.838335999684794, 2.5571660007454553 58.846679000468001, 2.5578890003916861 58.850061999845281, 2.5612369998079738 58.854172000182764, 2.5670999999278794 58.857559000402638, 2.5735070008033385 58.859507000223871, 2.6136260001274314 58.867350999669426, 2.6724380000633357 58.885819000112065, 2.7787110001992725 58.902462999869563, 3.4771010002158791 59.024372999705818, 3.5856569993922536 59.04220099985762, 3.6774220008997229 59.058246999724034, 3.7143829995162894 59.063557000203438, 3.7460999996192754 59.069664000221238, 3.7714149997362338 59.073185000133797, 3.8200699999716972 59.082481000093615, 3.8492659993018927 59.086676000302013, 3.8714009992921437 59.09143999984822, 3.9056390002363095 59.097108999603698, 3.931871999149315 59.100335000115265, 3.9651080004285997 59.107048000389355, 4.0316279996982605 59.117268000125669, 4.0539970000920009 59.121645000447216, 4.6209199995016554 59.213420999746646, 4.769013000329851 59.236495999852806, 4.8029419997564746 59.23814899960378, 4.8525590001817962 59.236431999638107, 4.8644070004363833 59.237181000257578, 4.8760009997553455 59.238915000432328, 4.8935189997502917 59.24381000034451, 4.9988159994684418 59.283693999817338, 5.0221980008234608 59.294056000135384, 5.0291189995387917 59.298107999682998, 5.0345809994062805 59.302696000159841, 5.0541759992670352 59.326807999775426))"
456933,456808,456869,"","","12"" Gas JOHAN SVERDRUP STATPIPE PLEM, JOHAN SVERDRUP STATPIPE HOT TAP","JOHAN SVERDRUP STATPIPE PLEM","JOHAN SVERDRUP STATPIPE HOT TAP","","ingen oper","IN SERVICE","Gas","Transportation",12.0,"",0.0,"2019-10-05 00:00:00","2020-07-07 00:00:00",""
